faltantes cross-validation
0.0 94.7126
2.5 94.7126
5.0 94.4828
7.5 94.023
10.0 94.023
12.5 94.2529
15.0 94.2529
17.5 94.9425
20.0 94.4828
22.5 94.7126
25.0 94.9425
27.5 94.4828
30.0 94.023
32.5 94.2529
35.0 94.023
37.5 94.4828
40.0 94.4828
42.5 94.023
45.0 93.7931
47.5 94.023
50.0 94.2529
52.5 94.4828
55.0 94.023
57.5 94.2529
60.0 94.023
62.5 94.7126
65.0 94.4828
67.5 94.4828
70.0 94.4828
72.5 94.7126
75.0 94.9425
77.5 95.1724
80.0 95.1724
82.5 94.7126
85.0 94.7126
