faltantes cross-validation
0.0 92.4138
2.5 93.1034
5.0 93.3333
7.5 93.3333
10.0 93.3333
12.5 93.3333
15.0 93.3333
17.5 93.5632
20.0 93.5632
22.5 93.5632
25.0 93.5632
27.5 93.5632
30.0 93.5632
32.5 93.5632
35.0 93.5632
37.5 93.5632
40.0 93.3333
42.5 93.3333
45.0 93.3333
47.5 93.3333
50.0 93.3333
52.5 93.3333
55.0 93.3333
57.5 93.3333
60.0 93.5632
62.5 93.5632
65.0 93.5632
67.5 93.5632
70.0 93.5632
72.5 93.5632
75.0 93.5632
77.5 93.5632
80.0 93.5632
82.5 93.5632
85.0 93.7931
