faltantes hojas nodos
0.0 6 11
2.5 6 11
5.0 6 11
7.5 6 11
10.0 6 11
12.5 6 11
15.0 6 11
17.5 6 11
20.0 6 11
22.5 6 11
25.0 6 11
27.5 6 11
30.0 6 11
32.5 6 11
35.0 6 11
37.5 6 11
40.0 6 11
42.5 6 11
45.0 6 11
47.5 6 11
50.0 6 11
52.5 6 11
55.0 6 11
57.5 6 11
60.0 6 11
62.5 6 11
65.0 6 11
67.5 6 11
70.0 6 11
72.5 6 11
75.0 6 11
77.5 6 11
80.0 5 9
82.5 5 9
85.0 5 9
