faltantes cross-validation
0.0 94.7126
2.5 94.7126
5.0 94.7126
7.5 94.7126
10.0 94.9425
12.5 94.7126
15.0 94.9425
17.5 94.023
20.0 94.4828
22.5 94.2529
25.0 94.4828
27.5 94.4828
30.0 94.4828
32.5 94.4828
35.0 94.4828
37.5 94.9425
40.0 95.1724
42.5 94.9425
45.0 94.7126
47.5 95.1724
50.0 95.1724
52.5 95.4023
55.0 94.9425
57.5 94.9425
60.0 94.9425
62.5 95.4023
65.0 95.4023
67.5 95.4023
70.0 95.6322
72.5 95.6322
75.0 96.092
77.5 95.8621
80.0 95.8621
82.5 95.4023
85.0 95.6322
