faltantes cross-validation
0.0 92.4138
2.5 93.3333
5.0 93.5632
7.5 93.5632
10.0 93.5632
12.5 93.5632
15.0 93.5632
17.5 93.7931
20.0 93.7931
22.5 93.7931
25.0 93.7931
27.5 93.7931
30.0 93.7931
32.5 93.7931
35.0 93.7931
37.5 93.7931
40.0 93.5632
42.5 93.5632
45.0 93.5632
47.5 93.5632
50.0 93.5632
52.5 93.5632
55.0 93.5632
57.5 93.5632
60.0 93.7931
62.5 93.7931
65.0 93.7931
67.5 93.7931
70.0 93.7931
72.5 93.7931
75.0 93.7931
77.5 93.7931
80.0 93.7931
82.5 93.7931
85.0 93.7931
